,GR,M2R1,M2R2,M2R3,M2R6,M2R9,DT,ZDEN,ZCOR,CNC,log,Formação
5002.8348,73.5686,4.9559,6.3399,7.2932,7.834,7.9189,69.0527,2.5422,-0.0378,17.7384,GEOLOAD_1,Itajai-Açu e Ilha Bela
5002.9872,71.2182,5.156,6.5806,7.5466,8.0899,8.1662,69.0783,2.5416,-0.044,17.2694,GEOLOAD_1,Itajai-Açu e Ilha Bela
5003.1396,70.3337,5.3747,6.8169,7.7816,8.3191,8.3862,68.8106,2.5365,-0.0459,17.0225,GEOLOAD_1,Itajai-Açu e Ilha Bela
5003.292,69.3409,5.4945,6.9005,7.8336,8.3501,8.4078,68.516,2.5298,-0.0441,17.037,GEOLOAD_1,Itajai-Açu e Ilha Bela
5003.4444,67.9204,5.5034,6.8443,7.7292,8.2172,8.2672,68.4524,2.5271,-0.0416,17.1298,GEOLOAD_1,Itajai-Açu e Ilha Bela
5003.5968,67.5989,5.5031,6.8085,7.6614,8.13,8.1761,68.6035,2.5308,-0.0408,17.0801,GEOLOAD_1,Itajai-Açu e Ilha Bela
5003.7492,68.5608,5.5542,6.8783,7.7318,8.1982,8.2449,68.765,2.5367,-0.0439,16.8325,GEOLOAD_1,Itajai-Açu e Ilha Bela
5003.9016,69.5477,5.6515,7.0351,7.9189,8.3988,8.4503,68.7825,2.5376,-0.0514,16.6482,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.054,69.5104,5.7546,7.2074,8.1368,8.6398,8.699,68.6763,2.5316,-0.057,16.5793,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.2064,69.4945,5.8228,7.3282,8.3017,8.8295,8.8975,68.5935,2.5237,-0.0581,16.5686,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.3588,70.8029,5.844,7.3759,8.3814,8.9297,9.0063,68.5766,2.52,-0.0565,16.7726,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.5112,72.3467,5.8095,7.3395,8.3594,8.9193,9.0024,68.5105,2.5219,-0.0507,17.0676,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.6636,72.5808,5.7363,7.2456,8.2646,8.8267,8.9135,68.2983,2.527,-0.0425,17.0451,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.816,71.5138,5.7034,7.2021,8.2199,8.782,8.8708,67.9973,2.5327,-0.0383,16.8886,GEOLOAD_1,Itajai-Açu e Ilha Bela
5004.9684,70.0491,5.7621,7.28,8.3064,8.8726,8.9626,67.7618,2.5362,-0.0398,16.8795,GEOLOAD_1,Itajai-Açu e Ilha Bela
5005.1208,68.0837,5.8887,7.4498,8.4908,9.0635,9.1542,67.713,2.5365,-0.0437,16.9393,GEOLOAD_1,Itajai-Açu e Ilha Bela
5005.2732,65.7842,6.0393,7.6513,8.7055,9.2833,9.3743,67.8843,2.5359,-0.0455,17.1965,GEOLOAD_1,Itajai-Açu e Ilha Bela
5005.4256,64.0002,6.1574,7.8058,8.8641,9.4413,9.5317,68.184,2.5374,-0.045,17.7319,GEOLOAD_1,Itajai-Açu e Ilha Bela
5005.578,64.68,6.1731,7.8201,8.8656,9.4317,9.5207,68.4962,2.5425,-0.0426,18.2528,GEOLOAD_1,Itajai-Açu e Ilha Bela
5005.7304,68.6507,6.0848,7.6937,8.7132,9.2598,9.3472,68.7257,2.5503,-0.0386,18.5171,GEOLOAD_1,Itajai-Açu e Ilha Bela
5005.8828,72.4883,5.9511,7.5087,8.5007,9.0266,9.1134,68.7888,2.5553,-0.0348,18.5077,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.0352,72.5743,5.8175,7.3302,8.3006,8.8099,8.8974,68.7235,2.5539,-0.0336,18.3035,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.1876,70.7325,5.7106,7.1925,8.149,8.6482,8.7379,68.6533,2.5493,-0.0341,18.1644,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.34,70.9927,5.6395,7.1013,8.0504,8.546,8.639,68.6839,2.5457,-0.037,18.2135,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.4924,73.6248,5.5882,7.0297,7.9733,8.4696,8.5664,68.8627,2.5426,-0.0417,18.1966,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.6448,76.1033,5.5297,6.9435,7.8799,8.3781,8.4782,69.1455,2.5374,-0.0492,18.0482,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.7972,77.2057,5.4661,6.853,7.7839,8.2853,8.3882,69.4181,2.5323,-0.0571,17.9015,GEOLOAD_1,Itajai-Açu e Ilha Bela
5006.9496,77.8985,5.428,6.8071,7.7421,8.2507,8.3562,69.5621,2.5301,-0.0602,17.9161,GEOLOAD_1,Itajai-Açu e Ilha Bela
5007.102,78.4152,5.4221,6.8181,7.7688,8.2877,8.3959,69.4901,2.5309,-0.0555,18.2235,GEOLOAD_1,Itajai-Açu e Ilha Bela
5007.2544,77.8134,5.4189,6.8426,7.8103,8.34,8.4501,69.1883,2.5338,-0.0468,18.5342,GEOLOAD_1,Itajai-Açu e Ilha Bela
5007.4068,76.6004,5.3873,6.8286,7.8058,8.3393,8.4496,68.7725,2.5385,-0.0386,18.5524,GEOLOAD_1,Itajai-Açu e Ilha Bela
5007.5592,76.2712,5.3254,6.7638,7.7379,8.2671,8.3758,68.4394,2.5441,-0.0318,18.8689,GEOLOAD_1,Itajai-Açu e Ilha Bela
5007.7116,76.714,5.263,6.6858,7.6494,8.1689,8.2751,68.3331,2.5477,-0.0299,19.5892,GEOLOAD_1,Itajai-Açu e Ilha Bela
5007.864,76.9675,5.222,6.6294,7.5812,8.0894,8.1927,68.4583,2.5465,-0.0344,19.7313,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.0164,76.5142,5.19,6.5851,7.5241,8.0196,8.12,68.7182,2.5435,-0.0416,19.3499,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.1688,75.9936,5.1528,6.5356,7.4596,7.9412,8.0384,69.0214,2.5436,-0.0487,19.3076,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.3212,76.4096,5.1096,6.4771,7.3846,7.8521,7.9459,69.3433,2.5454,-0.0562,19.5223,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.4736,77.9957,5.0618,6.4109,7.3015,7.7556,7.8459,69.6992,2.5454,-0.0596,19.5531,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.626,80.4369,5.001,6.3278,7.201,7.6424,7.7289,70.0877,2.544,-0.0578,19.3735,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.7784,83.1817,4.8965,6.1905,7.0414,7.4681,7.5499,70.4615,2.5409,-0.0572,19.3574,GEOLOAD_1,Itajai-Açu e Ilha Bela
5008.9308,85.1667,4.7346,5.9819,6.8026,7.2112,7.2871,70.7772,2.5376,-0.0559,19.7976,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.0832,85.946,4.5709,5.7712,6.5617,6.9529,7.0229,71.0166,2.5393,-0.049,20.5424,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.2356,86.7013,4.4711,5.6403,6.4101,6.7895,6.8543,71.103,2.5468,-0.0427,20.9801,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.388,87.852,4.4346,5.5877,6.3444,6.717,6.7773,70.906,2.5523,-0.0439,20.6329,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.5404,88.7565,4.4214,5.5613,6.3057,6.673,6.7291,70.3549,2.5537,-0.044,19.7055,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.6928,87.8795,4.4072,5.53,6.2601,6.6217,6.6737,69.5014,2.5559,-0.0367,19.0669,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.8452,85.0981,4.4036,5.5093,6.2274,6.5843,6.633,68.5194,2.5588,-0.0375,18.992,GEOLOAD_1,Itajai-Açu e Ilha Bela
5009.9976,82.6452,4.4471,5.548,6.2646,6.6218,6.6681,67.6353,2.5599,-0.0524,18.6768,GEOLOAD_1,Itajai-Açu e Ilha Bela
5010.15,81.7238,4.5597,5.6781,6.409,6.7733,6.8189,66.9697,2.5633,-0.0636,18.1093,GEOLOAD_1,Itajai-Açu e Ilha Bela
5010.3024,80.6159,4.7272,5.8866,6.6469,7.0244,7.0704,66.5369,2.5712,-0.0594,18.0687,GEOLOAD_1,Itajai-Açu e Ilha Bela
5010.4548,78.8007,4.9165,6.1359,6.9359,7.3299,7.3773,66.3539,2.5767,-0.0498,18.3822,GEOLOAD_1,Itajai-Açu e Ilha Bela
5010.6072,77.935,5.0927,6.3835,7.2267,7.6367,7.6858,66.4279,2.5749,-0.0456,18.2586,GEOLOAD_1,Itajai-Açu e Ilha Bela
5010.7596,78.2085,5.2145,6.5737,7.4543,7.875,7.9255,66.7013,2.5694,-0.0468,17.8514,GEOLOAD_1,Itajai-Açu e Ilha Bela
5010.912,78.8543,5.2286,6.6293,7.5284,7.9487,7.9995,67.0756,2.5657,-0.0488,17.8834,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.0644,79.9036,5.1069,6.5027,7.3932,7.7994,7.849,67.465,2.5655,-0.0484,18.5846,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.2168,81.0128,4.9192,6.2751,7.1391,7.5235,7.5712,67.8549,2.567,-0.0444,19.6023,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.3692,81.6484,4.7732,6.0855,6.9232,7.2884,7.3348,68.2773,2.5658,-0.0385,20.2594,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.5216,82.2121,4.6942,5.9698,6.7867,7.1387,7.185,68.7025,2.5597,-0.0382,20.3748,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.674,82.7086,4.6167,5.8493,6.6417,6.983,7.0295,69.046,2.5544,-0.0431,20.4549,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.8264,82.8656,4.4854,5.6612,6.4208,6.7505,6.7971,69.2833,2.5546,-0.0466,20.5877,GEOLOAD_1,Itajai-Açu e Ilha Bela
5011.9788,83.311,4.3394,5.4647,6.1943,6.5149,6.5613,69.5207,2.558,-0.0449,20.2554,GEOLOAD_1,Itajai-Açu e Ilha Bela
5012.1312,84.3618,4.2499,5.3531,6.0683,6.3864,6.4327,69.8789,2.5612,-0.0418,19.4163,GEOLOAD_1,Itajai-Açu e Ilha Bela
5012.2836,84.4238,4.2266,5.3326,6.047,6.3684,6.414,70.1271,2.5649,-0.041,18.6587,GEOLOAD_1,Itajai-Açu e Ilha Bela
5012.436,83.3952,4.2372,5.3513,6.0681,6.3945,6.4379,69.6842,2.5734,-0.0401,18.0777,GEOLOAD_1,Itajai-Açu e Ilha Bela
5012.5884,82.3672,4.2641,5.377,6.0927,6.4231,6.4625,68.1673,2.5913,-0.036,17.178,GEOLOAD_1,Itajai-Açu e Ilha Bela
5012.7408,79.8521,4.3222,5.4263,6.1393,6.4735,6.5074,65.9286,2.6111,-0.0346,16.2539,GEOLOAD_1,Itajai-Açu e Ilha Bela
5012.8932,74.3641,4.4631,5.5701,6.2903,6.6332,6.6613,63.9783,2.6173,-0.0395,16.0102,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.0456,70.5346,4.732,5.8753,6.6233,6.9845,7.0072,63.2168,2.6103,-0.0416,16.3715,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.198,72.9234,5.0216,6.2135,6.9954,7.3768,7.395,63.7564,2.6001,-0.0405,16.8328,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.3504,77.8727,5.0888,6.2813,7.0665,7.4513,7.466,64.9557,2.5884,-0.0455,17.497,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.5028,79.993,4.932,6.0749,6.8318,7.2023,7.2154,66.1063,2.5754,-0.0555,18.5077,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.6552,80.0904,4.7846,5.8887,6.6197,6.9756,6.9896,66.9448,2.5645,-0.0621,19.1613,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.8076,80.9309,4.7318,5.8338,6.5544,6.9019,6.919,67.5134,2.5566,-0.061,19.2077,GEOLOAD_1,Itajai-Açu e Ilha Bela
5013.96,82.1265,4.7116,5.8265,6.5421,6.8826,6.9042,67.8863,2.5495,-0.0552,19.1304,GEOLOAD_1,Itajai-Açu e Ilha Bela
5014.1124,82.6248,4.6796,5.8002,6.5091,6.8411,6.8676,68.0579,2.5428,-0.0493,18.943,GEOLOAD_1,Itajai-Açu e Ilha Bela
5014.2648,82.1484,4.6543,5.7752,6.4789,6.8032,6.8347,68.1037,2.5393,-0.0449,18.4147,GEOLOAD_1,Itajai-Açu e Ilha Bela
5014.4172,81.6184,4.6523,5.7773,6.4809,6.8006,6.8368,68.2439,2.5416,-0.0435,17.7894,GEOLOAD_1,Itajai-Açu e Ilha Bela
5014.5696,81.9801,4.6595,5.7934,6.5001,6.8181,6.8585,68.6246,2.5465,-0.0444,17.3931,GEOLOAD_1,Itajai-Açu e Ilha Bela
5014.722,82.5839,4.6737,5.8219,6.5349,6.8539,6.8977,69.0878,2.5465,-0.0447,17.3079,GEOLOAD_1,Itajai-Açu e Ilha Bela
5014.8744,82.2031,4.7017,5.8717,6.5955,6.9182,6.9646,69.2637,2.5389,-0.0477,17.5085,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.0268,81.2284,4.7158,5.9072,6.6412,6.9676,7.0155,68.9582,2.5295,-0.055,17.7567,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.1792,80.5378,4.6705,5.8647,6.598,6.9236,6.9714,68.312,2.5255,-0.0568,17.9224,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.3316,79.8884,4.5673,5.7352,6.452,6.7711,6.8172,67.6216,2.5285,-0.0513,18.2482,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.484,79.7781,4.4668,5.5879,6.2784,6.5889,6.6325,67.1004,2.5364,-0.0493,18.7815,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.6364,81.6245,4.4309,5.5005,6.1643,6.4685,6.5099,66.7632,2.5491,-0.0534,19.0811,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.7888,85.6368,4.4797,5.5029,6.1455,6.4482,6.4877,66.4991,2.5652,-0.0547,19.1701,GEOLOAD_1,Itajai-Açu e Ilha Bela
5015.9412,88.7915,4.5808,5.5637,6.1913,6.4959,6.5341,66.2643,2.5786,-0.0534,19.2626,GEOLOAD_1,Itajai-Açu e Ilha Bela
5016.0936,89.46,4.686,5.6366,6.2548,6.5634,6.6006,66.0947,2.5848,-0.0537,19.2419,GEOLOAD_1,Itajai-Açu e Ilha Bela
5016.246,89.7938,4.7635,5.696,6.3118,6.6255,6.6622,65.9866,2.5849,-0.0543,19.2199,GEOLOAD_1,Itajai-Açu e Ilha Bela
5016.3984,90.2808,4.7899,5.7205,6.3403,6.6595,6.696,65.8466,2.5801,-0.0517,19.4016,GEOLOAD_1,Itajai-Açu e Ilha Bela
5016.5508,89.8077,4.758,5.6995,6.3278,6.6525,6.6892,65.5935,2.5732,-0.0462,19.7071,GEOLOAD_1,Itajai-Açu e Ilha Bela
5016.7032,88.8461,4.7004,5.6643,6.3069,6.6385,6.6762,65.2724,2.5702,-0.0384,19.8067,GEOLOAD_1,Itajai-Açu e Ilha Bela
5016.8556,88.1301,4.6571,5.6555,6.32,6.6625,6.7023,65.0121,2.5711,-0.0319,19.3007,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.008,87.3345,4.6302,5.6711,6.3639,6.7212,6.7642,64.8939,2.5699,-0.0313,18.5542,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.1604,86.7725,4.5931,5.6758,6.3989,6.7731,6.8203,64.8802,2.5641,-0.0372,18.1713,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.3128,86.5137,4.5299,5.6492,6.4022,6.7939,6.846,64.8991,2.5585,-0.041,18.1032,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.4652,85.836,4.465,5.6223,6.409,6.8203,6.878,64.9655,2.5579,-0.0398,17.8901,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.6176,84.2753,4.4436,5.6535,6.4853,6.922,6.9861,65.1435,2.563,-0.0376,17.6264,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.77,82.2872,4.4871,5.7705,6.662,7.1312,7.2026,65.4257,2.5679,-0.0375,17.544,GEOLOAD_1,Itajai-Açu e Ilha Bela
5017.9224,80.6277,4.5661,5.932,6.8894,7.3938,7.4724,65.7098,2.5663,-0.041,17.5106,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.0748,79.7023,4.6303,6.0648,7.0781,7.6118,7.6959,65.9869,2.5603,-0.0441,17.3965,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.2272,79.2652,4.6687,6.147,7.1981,7.7512,7.838,66.4916,2.5556,-0.0399,17.3642,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.3796,79.2564,4.6861,6.1792,7.2464,7.8078,7.8945,67.5538,2.5528,-0.0327,17.4663,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.532,79.6793,4.6718,6.1474,7.2061,7.7637,7.8476,69.3824,2.55,-0.0305,17.5954,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.6844,80.4268,4.6248,6.058,7.0875,7.6317,7.7113,71.9927,2.5483,-0.0326,17.776,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.8368,80.9847,4.5579,5.9388,6.9288,7.4555,7.5303,75.0793,2.5482,-0.0361,18.0778,GEOLOAD_1,Itajai-Açu e Ilha Bela
5018.9892,80.7691,4.4856,5.8184,6.7702,7.2802,7.3511,77.9719,2.5489,-0.0398,18.536,GEOLOAD_1,Itajai-Açu e Ilha Bela
5019.1416,80.2065,4.4349,5.7383,6.6654,7.1653,7.2343,79.7388,2.5508,-0.042,19.0705,GEOLOAD_1,Itajai-Açu e Ilha Bela
5019.294,79.7108,4.4338,5.74,6.6657,7.1665,7.2363,79.5138,2.5526,-0.0439,19.179,GEOLOAD_1,Itajai-Açu e Ilha Bela
5019.4464,79.0999,4.4774,5.8189,6.7663,7.279,7.3522,77.0643,2.5515,-0.0443,18.866,GEOLOAD_1,Itajai-Açu e Ilha Bela
5019.5988,78.5708,4.5035,5.8868,6.8622,7.3895,7.4675,73.1631,2.5503,-0.0406,18.8144,GEOLOAD_1,Itajai-Açu e Ilha Bela
5019.7512,79.4515,4.4337,5.8248,6.8091,7.3414,7.4234,69.2,2.5533,-0.0377,19.1427,GEOLOAD_1,Itajai-Açu e Ilha Bela
5019.9036,82.1099,4.2884,5.6452,6.6142,7.1409,7.2254,66.4396,2.5562,-0.0391,19.2277,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.056,84.3832,4.1976,5.5189,6.4725,6.9967,7.0845,65.4913,2.5517,-0.0444,19.3162,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.2084,85.1342,4.2359,5.549,6.5035,7.0379,7.1311,66.1524,2.5422,-0.0513,19.6481,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.3608,86.5036,4.3543,5.6744,6.6368,7.1879,7.2879,67.7134,2.5342,-0.0549,19.8343,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.5132,89.6764,4.465,5.7831,6.7527,7.3091,7.4153,69.4277,2.5291,-0.0522,19.7618,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.6656,93.0996,4.521,5.821,6.7789,7.3397,7.4505,70.738,2.5286,-0.0489,19.9584,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.818,95.2885,4.5082,5.7772,6.7146,7.2715,7.385,71.386,2.5352,-0.05,20.6252,GEOLOAD_1,Itajai-Açu e Ilha Bela
5020.9704,95.8067,4.4393,5.6701,6.5825,7.1299,7.2444,71.5446,2.5438,-0.0542,21.4167,GEOLOAD_1,Itajai-Açu e Ilha Bela
5021.1228,94.7687,4.381,5.5836,6.4788,7.0197,7.1353,71.6641,2.5475,-0.0587,21.7097,GEOLOAD_1,Itajai-Açu e Ilha Bela
5021.2752,92.8055,4.4019,5.6045,6.5017,7.0475,7.1662,71.9689,2.5469,-0.0621,21.1061,GEOLOAD_1,Itajai-Açu e Ilha Bela
5021.4276,89.8173,4.4905,5.7186,6.634,7.1947,7.3183,72.2669,2.5461,-0.0631,19.8217,GEOLOAD_1,Itajai-Açu e Ilha Bela
5021.58,86.8566,4.5837,5.8448,6.7816,7.3587,7.4874,72.2496,2.5458,-0.0601,18.4965,GEOLOAD_1,Itajai-Açu e Ilha Bela
5021.7324,85.8198,4.6563,5.9468,6.9018,7.4921,7.625,71.9091,2.5443,-0.0545,17.7077,GEOLOAD_1,Itajai-Açu e Ilha Bela
5021.8848,86.5725,4.7184,6.0318,7.0017,7.601,7.7374,71.6425,2.5399,-0.0509,17.6928,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.0372,88.2902,4.7588,6.0815,7.0569,7.6584,7.7967,71.8875,2.5352,-0.0499,18.3201,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.1896,90.983,4.7504,6.0599,7.024,7.6172,7.7551,72.5588,2.5363,-0.0478,19.0642,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.342,92.9789,4.6915,5.9699,6.9072,7.4834,7.6186,73.0377,2.5446,-0.0461,19.7247,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.4944,93.1195,4.6148,5.861,6.7674,7.3248,7.4563,72.8556,2.5554,-0.0463,20.3621,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.6468,92.6368,4.557,5.7854,6.6691,7.2135,7.3418,72.085,2.5629,-0.0478,20.4433,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.7992,93.3902,4.5339,5.7633,6.6388,7.1796,7.3056,71.1876,2.5645,-0.0512,19.9718,GEOLOAD_1,Itajai-Açu e Ilha Bela
5022.9516,95.053,4.5463,5.7917,6.6741,7.2216,7.3466,70.5661,2.5601,-0.0544,20.0308,GEOLOAD_1,Itajai-Açu e Ilha Bela
5023.104,95.697,4.5909,5.8623,6.7651,7.3291,7.4543,70.2022,2.5524,-0.0543,20.6996,GEOLOAD_1,Itajai-Açu e Ilha Bela
5023.2564,94.0912,4.6621,5.9658,6.9001,7.4888,7.6155,69.8475,2.5461,-0.0503,20.7034,GEOLOAD_1,Itajai-Açu e Ilha Bela
5023.4088,90.9943,4.7517,6.091,7.0651,7.6842,7.8137,69.4334,2.545,-0.0459,19.834,GEOLOAD_1,Itajai-Açu e Ilha Bela
5023.5612,87.707,4.834,6.2064,7.2223,7.8721,8.0051,69.1115,2.5487,-0.0431,19.2693,GEOLOAD_1,Itajai-Açu e Ilha Bela
5023.7136,84.9228,4.8641,6.2555,7.3021,7.9739,8.11,69.0086,2.5505,-0.0434,19.3296,GEOLOAD_1,Itajai-Açu e Ilha Bela
5023.866,83.6906,4.8194,6.2075,7.2635,7.9418,8.0797,69.1411,2.5452,-0.0471,19.6888,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.0184,84.0464,4.7317,6.1009,7.147,7.8189,7.9576,69.3992,2.5375,-0.0515,20.0002,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.1708,85.2523,4.6713,6.0264,7.0584,7.7205,7.8609,69.6308,2.5372,-0.0508,20.1727,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.3232,86.1298,4.6595,6.0111,7.0315,7.6853,7.8287,69.7599,2.5462,-0.0435,19.9861,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.4756,86.68,4.666,6.0138,7.0217,7.6662,7.813,69.781,2.5566,-0.0388,19.6307,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.628,87.6231,4.6782,6.0175,7.012,7.6462,7.7961,69.7545,2.5606,-0.044,19.5299,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.7804,88.2442,4.6919,6.0191,7.0002,7.6244,7.777,69.7421,2.5597,-0.0527,19.6809,GEOLOAD_1,Itajai-Açu e Ilha Bela
5024.9328,87.5928,4.6826,5.991,6.955,7.5675,7.7215,69.7176,2.5604,-0.0542,19.6634,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.0852,85.6615,4.6423,5.9258,6.8688,7.4674,7.621,69.6221,2.563,-0.0482,19.5196,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.2376,83.7376,4.6003,5.8634,6.7884,7.3748,7.5273,69.4455,2.5635,-0.0432,19.618,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.39,82.3145,4.5962,5.8564,6.7751,7.3556,7.5079,69.2588,2.5604,-0.0451,19.593,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.5424,80.495,4.6408,5.9186,6.8436,7.4253,7.5784,69.2057,2.5572,-0.0512,19.2935,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.6948,77.9908,4.6979,5.9994,6.934,7.5185,7.6723,69.4153,2.5559,-0.0533,19.4658,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.8472,76.8105,4.7148,6.0239,6.958,7.5392,7.692,69.8594,2.5545,-0.0513,20.081,GEOLOAD_1,Itajai-Açu e Ilha Bela
5025.9996,77.9392,4.6668,5.9546,6.8716,7.44,7.5893,70.3756,2.5518,-0.0492,20.2065,GEOLOAD_1,Itajai-Açu e Ilha Bela
5026.152,79.9902,4.5834,5.8311,6.7207,7.271,7.4155,70.8113,2.5506,-0.0473,19.9858,GEOLOAD_1,Itajai-Açu e Ilha Bela
5026.3044,81.2572,4.5218,5.7333,6.5984,7.133,7.2735,71.0623,2.5519,-0.0447,20.2914,GEOLOAD_1,Itajai-Açu e Ilha Bela
5026.4568,81.5038,4.4979,5.6891,6.5374,7.0619,7.2,71.117,2.5527,-0.0447,20.8176,GEOLOAD_1,Itajai-Açu e Ilha Bela
5026.6092,81.3263,4.483,5.663,6.4982,7.0154,7.1517,71.0353,2.5513,-0.0453,21.0666,GEOLOAD_1,Itajai-Açu e Ilha Bela
5026.7616,80.5643,4.4724,5.6463,6.4717,6.9838,7.1187,70.8651,2.5491,-0.0445,21.2133,GEOLOAD_1,Itajai-Açu e Ilha Bela
5026.914,79.4123,4.4879,5.6631,6.486,6.9975,7.1317,70.6215,2.5476,-0.0447,21.5213,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.0664,79.1461,4.5282,5.711,6.5382,7.0528,7.1868,70.3231,2.5474,-0.0475,21.7563,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.2188,79.7656,4.5827,5.7761,6.6113,7.1312,7.2651,69.9986,2.5496,-0.0494,21.4107,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.3712,80.2951,4.6474,5.8523,6.6975,7.2234,7.3568,69.7056,2.5554,-0.0452,20.5956,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.5236,80.3585,4.7069,5.9198,6.7728,7.3033,7.4356,69.5371,2.5607,-0.0373,20.202,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.676,79.3706,4.7548,5.9705,6.8277,7.3601,7.4906,69.5347,2.5576,-0.0383,20.3437,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.8284,78.2561,4.8027,6.021,6.8816,7.4144,7.5431,69.6481,2.5481,-0.0475,20.2376,GEOLOAD_1,Itajai-Açu e Ilha Bela
5027.9808,78.5923,4.8528,6.0777,6.943,7.4755,7.6026,69.7902,2.5434,-0.0494,19.8164,GEOLOAD_1,Itajai-Açu e Ilha Bela
5028.1332,79.8649,4.8937,6.1296,7.0003,7.5313,7.6573,69.8654,2.5476,-0.0422,19.5606,GEOLOAD_1,Itajai-Açu e Ilha Bela
5028.2856,80.262,4.9178,6.1688,7.0453,7.573,7.6981,69.7994,2.5527,-0.0377,19.5367,GEOLOAD_1,Itajai-Açu e Ilha Bela
